1
11
21
30
39
49
58
67
75
84
92
101
109
119
126
136
144
151
160
170
174
183
190
200
208
216
222
233
241
248
254.47901234567902
263.49165432098766
274.4364444444444
281.5068641975309
289.81837037037036
293.8639012345679
304.47683950617284
